PERMNO,date,TICKER,PRC,SHROUT
10107,20120418,MSFT,31.14000,8400866
10107,20120419,MSFT,31.01000,8400866
10107,20120420,MSFT,32.42000,8400866
10107,20120423,MSFT,32.12000,8400866
10107,20120424,MSFT,31.92000,8400866
10107,20120425,MSFT,32.20000,8400866
10107,20120426,MSFT,32.11000,8400866
10107,20120427,MSFT,31.98000,8400866
10107,20120430,MSFT,32.01500,8400866
10107,20120501,MSFT,32.01000,8400866
10107,20120502,MSFT,31.80000,8400866
10107,20120503,MSFT,31.76000,8400866
10107,20120504,MSFT,30.98000,8400866
10107,20120507,MSFT,30.65000,8400866
10107,20120508,MSFT,30.50000,8400866
10107,20120509,MSFT,30.76000,8400866
10107,20120510,MSFT,30.74000,8400866
10107,20120511,MSFT,31.16000,8400866
10107,20120514,MSFT,30.68000,8400866
10107,20120515,MSFT,30.21000,8400866
10107,20120516,MSFT,29.90000,8400866
10107,20120517,MSFT,29.72000,8400866
10107,20120518,MSFT,29.27000,8400866
10107,20120521,MSFT,29.75000,8400866
10107,20120522,MSFT,29.76000,8400866
10107,20120523,MSFT,29.11000,8400866
10107,20120524,MSFT,29.07000,8400866
10107,20120525,MSFT,29.06000,8400866
10107,20120529,MSFT,29.56000,8400866
10107,20120530,MSFT,29.34000,8400866
10107,20120531,MSFT,29.19000,8400866
10107,20120601,MSFT,28.45000,8400866
10107,20120604,MSFT,28.55000,8400866
10107,20120605,MSFT,28.50500,8400866
10107,20120606,MSFT,29.35000,8400866
10107,20120607,MSFT,29.23000,8400866
10107,20120608,MSFT,29.65000,8400866
10107,20120611,MSFT,28.89500,8400866
10107,20120612,MSFT,29.29000,8400866
10107,20120613,MSFT,29.13000,8400866
10107,20120614,MSFT,29.34000,8400866
10107,20120615,MSFT,30.02000,8400866
10107,20120618,MSFT,29.84000,8400866
10107,20120619,MSFT,30.70000,8400866
10107,20120620,MSFT,30.93000,8400866
10107,20120621,MSFT,30.13500,8400866
10107,20120622,MSFT,30.70000,8400866
10107,20120625,MSFT,29.86500,8400866
10107,20120626,MSFT,30.02000,8400866
10107,20120627,MSFT,30.17000,8400866
10107,20120628,MSFT,29.91000,8400866
10107,20120629,MSFT,30.59000,8381000
10107,20120702,MSFT,30.56000,8381000
10107,20120703,MSFT,30.76000,8381000
10107,20120705,MSFT,30.70000,8381000
10107,20120706,MSFT,30.18500,8381000
10107,20120709,MSFT,30.00000,8381000
10107,20120710,MSFT,29.74000,8381000
10107,20120711,MSFT,29.30000,8381000
10107,20120712,MSFT,28.63000,8381000
10107,20120713,MSFT,29.39000,8381000
10107,20120716,MSFT,29.44000,8381000
10107,20120717,MSFT,29.66000,8381000
10107,20120718,MSFT,30.45000,8383397
10107,20120719,MSFT,30.66500,8383397
10107,20120720,MSFT,30.11500,8383397
10107,20120723,MSFT,29.28000,8383397
10107,20120724,MSFT,29.15000,8383397
10107,20120725,MSFT,28.83000,8383397
10107,20120726,MSFT,29.16000,8383397
10107,20120727,MSFT,29.75500,8383397
10107,20120730,MSFT,29.64000,8383397
10107,20120731,MSFT,29.47000,8383397
10107,20120801,MSFT,29.41000,8383397
10107,20120802,MSFT,29.19000,8383397
10107,20120803,MSFT,29.75000,8383397
10107,20120806,MSFT,29.95000,8383397
10107,20120807,MSFT,30.26000,8383397
10107,20120808,MSFT,30.33000,8383397
10107,20120809,MSFT,30.50000,8383397
10107,20120810,MSFT,30.42000,8383397
10107,20120813,MSFT,30.39000,8383397
10107,20120814,MSFT,30.13000,8383397
10107,20120815,MSFT,30.20000,8383397
10107,20120816,MSFT,30.78000,8383397
10107,20120817,MSFT,30.90000,8383397
10107,20120820,MSFT,30.74000,8383397
10107,20120821,MSFT,30.80000,8383397
10107,20120822,MSFT,30.54000,8383397
10107,20120823,MSFT,30.25500,8383397
10107,20120824,MSFT,30.56000,8383397
10107,20120827,MSFT,30.69000,8383397
10107,20120828,MSFT,30.63000,8383397
10107,20120829,MSFT,30.65000,8383397
10107,20120830,MSFT,30.32000,8383397
10107,20120831,MSFT,30.82000,8383397
10107,20120904,MSFT,30.38500,8383397
10107,20120905,MSFT,30.39000,8383397
10107,20120906,MSFT,31.34500,8383397
10107,20120907,MSFT,30.95000,8383397
10107,20120910,MSFT,30.72000,8383397
10107,20120911,MSFT,30.79000,8383397
10107,20120912,MSFT,30.78000,8383397
10107,20120913,MSFT,30.93500,8383397
10107,20120914,MSFT,31.21000,8430933
10107,20120917,MSFT,31.21000,8430933
10107,20120918,MSFT,31.17500,8430933
10107,20120919,MSFT,31.05200,8430933
10107,20120920,MSFT,31.45000,8430933
10107,20120921,MSFT,31.19000,8430933
10107,20120924,MSFT,30.78000,8430933
10107,20120925,MSFT,30.39000,8430933
10107,20120926,MSFT,30.16500,8430933
10107,20120927,MSFT,30.16000,8430933
10107,20120928,MSFT,29.76000,8422000
10107,20121001,MSFT,29.49000,8422000
10107,20121002,MSFT,29.66000,8422000
10107,20121003,MSFT,29.86000,8422000
10107,20121004,MSFT,30.03000,8422000
10107,20121005,MSFT,29.85000,8422000
10107,20121008,MSFT,29.78000,8422000
10107,20121009,MSFT,29.28000,8422000
10107,20121010,MSFT,28.98000,8422000
10107,20121011,MSFT,28.95000,8422000
10107,20121012,MSFT,29.20000,8422000
10107,20121015,MSFT,29.51000,8416462
10107,20121016,MSFT,29.49000,8416462
10107,20121017,MSFT,29.59000,8416462
10107,20121018,MSFT,29.49500,8416462
10107,20121019,MSFT,28.64000,8416462
10107,20121022,MSFT,28.00000,8416462
10107,20121023,MSFT,28.04700,8416462
10107,20121024,MSFT,27.90190,8416462
10107,20121025,MSFT,27.88000,8416462
10107,20121026,MSFT,28.21000,8416462
10107,20121031,MSFT,28.54000,8416462
10107,20121101,MSFT,29.51500,8416462
10107,20121102,MSFT,29.49980,8416462
10107,20121105,MSFT,29.63000,8416462
10107,20121106,MSFT,29.86000,8416462
10107,20121107,MSFT,29.08000,8416462
10107,20121108,MSFT,28.81000,8416462
10107,20121109,MSFT,28.83000,8416462
10107,20121112,MSFT,28.22000,8416462
10107,20121113,MSFT,27.08950,8416462
10107,20121114,MSFT,26.84000,8416462
10107,20121115,MSFT,26.66070,8416462
10107,20121116,MSFT,26.52090,8416462
10107,20121119,MSFT,26.72770,8416462
10107,20121120,MSFT,26.71000,8416462
10107,20121121,MSFT,26.95000,8416462
10107,20121123,MSFT,27.70000,8416462
10107,20121126,MSFT,27.38500,8416462
10107,20121127,MSFT,27.08000,8416462
10107,20121128,MSFT,27.36000,8416462
10107,20121129,MSFT,26.95000,8416462
10107,20121130,MSFT,26.61500,8416462
10107,20121203,MSFT,26.42940,8416462
10107,20121204,MSFT,26.37000,8416462
10107,20121205,MSFT,26.67000,8416462
10107,20121206,MSFT,26.72500,8416462
10107,20121207,MSFT,26.45500,8416462
10107,20121210,MSFT,26.94000,8416462
10107,20121211,MSFT,27.32000,8416462
10107,20121212,MSFT,27.24000,8416462
10107,20121213,MSFT,27.11000,8416462
10107,20121214,MSFT,26.81000,8416462
10107,20121217,MSFT,27.09500,8416462
10107,20121218,MSFT,27.56000,8416462
10107,20121219,MSFT,27.31000,8416462
10107,20121220,MSFT,27.68000,8416462
10107,20121221,MSFT,27.45000,8416462
10107,20121224,MSFT,27.06000,8416462
10107,20121226,MSFT,26.86000,8416462
10107,20121227,MSFT,26.96000,8416462
10107,20121228,MSFT,26.55000,8416462
10107,20121231,MSFT,26.70970,8374000
10299,20120103,LLTC,30.34000,228234
10299,20120104,LLTC,30.08500,228234
10299,20120105,LLTC,30.25000,228234
10299,20120106,LLTC,30.06000,228234
10299,20120109,LLTC,30.73000,228234
10299,20120110,LLTC,30.84000,228234
10299,20120111,LLTC,30.85000,228234
10299,20120112,LLTC,30.89000,228234
10299,20120113,LLTC,30.06000,228234
10299,20120117,LLTC,29.87000,228234
10299,20120118,LLTC,33.32000,228234
10299,20120119,LLTC,33.40000,228234
10299,20120120,LLTC,33.06000,228234
10299,20120123,LLTC,33.17000,228234
10299,20120124,LLTC,33.32000,228234
10299,20120125,LLTC,33.50000,228234
10299,20120126,LLTC,33.20000,228234
10299,20120127,LLTC,33.32000,228983
10299,20120130,LLTC,33.26000,228983
10299,20120131,LLTC,33.33000,228983
10299,20120201,LLTC,33.72000,228983
10299,20120202,LLTC,33.68000,228983
10299,20120203,LLTC,34.43000,228983
10299,20120206,LLTC,34.13000,228983
10299,20120207,LLTC,34.08000,228983
10299,20120208,LLTC,34.25000,228983
10299,20120209,LLTC,34.34000,228983
10299,20120210,LLTC,33.58000,228983
10299,20120213,LLTC,33.66000,228983
10299,20120214,LLTC,33.54000,228983
10299,20120215,LLTC,33.41000,228983
10299,20120216,LLTC,34.26000,228983
10299,20120217,LLTC,34.02000,228983
10299,20120221,LLTC,33.65000,228983
10299,20120222,LLTC,33.43000,228983
10299,20120223,LLTC,33.48000,228983
10299,20120224,LLTC,33.34000,228983
10299,20120227,LLTC,33.39000,228983
10299,20120228,LLTC,34.11000,228983
10299,20120229,LLTC,33.48000,228983
10299,20120301,LLTC,33.24000,228983
10299,20120302,LLTC,32.80000,228983
10299,20120305,LLTC,32.20000,228983
10299,20120306,LLTC,32.38000,228983
10299,20120307,LLTC,32.78000,228983
10299,20120308,LLTC,33.09000,228983
10299,20120309,LLTC,33.17000,228983
10299,20120312,LLTC,33.20000,228983
10299,20120313,LLTC,33.78000,228983
10299,20120314,LLTC,33.50000,228983
10299,20120315,LLTC,33.95000,228983
10299,20120316,LLTC,33.79000,228983
10299,20120319,LLTC,34.07000,228983
10299,20120320,LLTC,33.76000,228983
10299,20120321,LLTC,33.63000,228983
10299,20120322,LLTC,33.40000,228983
10299,20120323,LLTC,33.22000,228983
10299,20120326,LLTC,33.59000,228983
10299,20120327,LLTC,33.49000,228983
10299,20120328,LLTC,33.23000,228983
10299,20120329,LLTC,33.30000,228983
10299,20120330,LLTC,33.70000,229484
10299,20120402,LLTC,33.03000,229484
10299,20120403,LLTC,32.46000,229484
10299,20120404,LLTC,32.29000,229484
10299,20120405,LLTC,32.33000,229484
10299,20120409,LLTC,32.04500,229484
10299,20120410,LLTC,31.52000,229484
10299,20120411,LLTC,32.14000,229484
10299,20120412,LLTC,32.48000,229484
10299,20120413,LLTC,32.05000,229484
10299,20120416,LLTC,32.51000,229484
10299,20120417,LLTC,33.15000,229484
10299,20120418,LLTC,33.05000,229484
10299,20120419,LLTC,32.93000,229484
10299,20120420,LLTC,32.33000,229484
10299,20120423,LLTC,32.06000,229484
10299,20120424,LLTC,31.90000,229484
10299,20120425,LLTC,32.24500,229484
10299,20120426,LLTC,32.62000,229484
10299,20120427,LLTC,32.86000,230207
10299,20120430,LLTC,32.71000,230207
10299,20120501,LLTC,32.58000,230207
10299,20120502,LLTC,32.53000,230207
10299,20120503,LLTC,31.75000,230207
10299,20120504,LLTC,31.28000,230207
10299,20120507,LLTC,31.10000,230207
10299,20120508,LLTC,31.10000,230207
10299,20120509,LLTC,30.87000,230207
10299,20120510,LLTC,30.76000,230207
10299,20120511,LLTC,30.65000,230207
10299,20120514,LLTC,30.42000,230207
10299,20120515,LLTC,30.16000,230207
10299,20120516,LLTC,29.83500,230207
10299,20120517,LLTC,29.45000,230207
10299,20120518,LLTC,28.93000,230207
10299,20120521,LLTC,29.35000,230207
10299,20120522,LLTC,29.29000,230207
10299,20120523,LLTC,29.16000,230207
10299,20120524,LLTC,29.14000,230207
10299,20120525,LLTC,29.15000,230207
10299,20120529,LLTC,29.42000,230207
10299,20120530,LLTC,29.11000,230207
10299,20120531,LLTC,29.02000,230207
10299,20120601,LLTC,28.31000,230207
10299,20120604,LLTC,28.69000,230207
10299,20120605,LLTC,29.08000,230207
10299,20120606,LLTC,30.13000,230207
10299,20120607,LLTC,29.62000,230207
10299,20120608,LLTC,29.82000,230207
10299,20120611,LLTC,29.42000,230207
10299,20120612,LLTC,29.85000,230207
10299,20120613,LLTC,29.57000,230207
10299,20120614,LLTC,29.60000,230207
10299,20120615,LLTC,29.87000,230207
10299,20120618,LLTC,30.54000,230207
10299,20120619,LLTC,30.91000,230207
10299,20120620,LLTC,31.03000,230207
10299,20120621,LLTC,30.28000,230207
10299,20120622,LLTC,30.65000,230207
10299,20120625,LLTC,29.85500,230207
10299,20120626,LLTC,29.98000,230207
10299,20120627,LLTC,30.51000,230207
10299,20120628,LLTC,30.25000,230207
10299,20120629,LLTC,31.33000,230034
10299,20120702,LLTC,31.35000,230034
10299,20120703,LLTC,31.66000,230034
10299,20120705,LLTC,31.61000,230034
10299,20120706,LLTC,30.85000,230034
10299,20120709,LLTC,30.43000,230034
10299,20120710,LLTC,30.17000,230034
10299,20120711,LLTC,30.09000,230034
10299,20120712,LLTC,29.66000,230034
10299,20120713,LLTC,30.10000,230034
10299,20120716,LLTC,29.79500,230034
10299,20120717,LLTC,29.83000,230034
10299,20120718,LLTC,31.00000,230034
10299,20120719,LLTC,31.07500,230034
10299,20120720,LLTC,30.77000,230034
10299,20120723,LLTC,30.56000,230034
10299,20120724,LLTC,30.12000,230034
10299,20120725,LLTC,31.12000,230034
10299,20120726,LLTC,31.76000,230034
10299,20120727,LLTC,32.46000,230270
10299,20120730,LLTC,32.22000,230270
10299,20120731,LLTC,32.25000,230270
10299,20120801,LLTC,32.11000,230270
10299,20120802,LLTC,32.03000,230270
10299,20120803,LLTC,32.46000,230270
10299,20120806,LLTC,32.73000,230270
10299,20120807,LLTC,32.95000,230270
10299,20120808,LLTC,32.86000,230270
10299,20120809,LLTC,33.02000,230270
10299,20120810,LLTC,33.13000,230270
10299,20120813,LLTC,33.14000,230270
10299,20120814,LLTC,33.29000,230270
10299,20120815,LLTC,33.09000,230270
10299,20120816,LLTC,33.30000,230270
10299,20120817,LLTC,33.19000,230270
10299,20120820,LLTC,32.87000,230270
10299,20120821,LLTC,32.92000,230270
10299,20120822,LLTC,32.82000,230270
10299,20120823,LLTC,32.69500,230270
10299,20120824,LLTC,32.91000,230270
10299,20120827,LLTC,32.71000,230270
10299,20120828,LLTC,32.69000,230270
10299,20120829,LLTC,32.68000,230270
10299,20120830,LLTC,32.45000,230270
10299,20120831,LLTC,33.02500,230270
10299,20120904,LLTC,32.70000,230270
10299,20120905,LLTC,32.65000,230270
10299,20120906,LLTC,33.67000,230270
10299,20120907,LLTC,33.55000,230270
10299,20120910,LLTC,33.06000,235450
10299,20120911,LLTC,33.15000,235450
10299,20120912,LLTC,33.11000,235450
10299,20120913,LLTC,33.47000,235450
10299,20120914,LLTC,33.67000,235450
10299,20120917,LLTC,33.40000,235450
10299,20120918,LLTC,33.39000,235450
10299,20120919,LLTC,33.00000,235450
10299,20120920,LLTC,33.06500,235450
10299,20120921,LLTC,32.91000,235450
10299,20120924,LLTC,32.58500,235450
10299,20120925,LLTC,31.77000,235450
10299,20120926,LLTC,31.64000,235450
10299,20120927,LLTC,32.23000,235450
10299,20120928,LLTC,31.82000,230801
10299,20121001,LLTC,32.57000,230801
10299,20121002,LLTC,33.04000,230801
10299,20121003,LLTC,32.99500,230801
10299,20121004,LLTC,33.41000,230801
10299,20121005,LLTC,33.23000,230801
10299,20121008,LLTC,32.93000,230801
10299,20121009,LLTC,31.99000,230801
10299,20121010,LLTC,31.61000,230801
10299,20121011,LLTC,31.77000,230801
10299,20121012,LLTC,31.51000,230801
10299,20121015,LLTC,32.04000,230801
10299,20121016,LLTC,32.56000,230801
10299,20121017,LLTC,32.22000,230801
10299,20121018,LLTC,31.60000,230801
10299,20121019,LLTC,31.20000,230801
10299,20121022,LLTC,31.24000,230801
10299,20121023,LLTC,31.27000,230801
10299,20121024,LLTC,31.00000,230801
10299,20121025,LLTC,31.41000,230801
10299,20121026,LLTC,31.58000,231393
10299,20121031,LLTC,31.26000,231393
10299,20121101,LLTC,32.64000,231393
10299,20121102,LLTC,32.25000,231393
10299,20121105,LLTC,32.92000,231393
10299,20121106,LLTC,33.19000,231393
10299,20121107,LLTC,32.32000,231393
10299,20121108,LLTC,32.46000,231393
10299,20121109,LLTC,32.48000,231393
10299,20121112,LLTC,32.43000,231393
10299,20121113,LLTC,32.36000,231393
10299,20121114,LLTC,31.83000,231393
10299,20121115,LLTC,31.47000,231393
10299,20121116,LLTC,31.24000,231393
10299,20121119,LLTC,31.97000,231393
10299,20121120,LLTC,31.91000,231393
10299,20121121,LLTC,31.90000,231393
10299,20121123,LLTC,32.45000,231393
10299,20121126,LLTC,32.42000,231393
10299,20121127,LLTC,32.32000,231393
10299,20121128,LLTC,32.88000,231393
10299,20121129,LLTC,33.08000,231393
10299,20121130,LLTC,33.19000,231393
10299,20121203,LLTC,32.98000,231393
10299,20121204,LLTC,33.01500,231393
10299,20121205,LLTC,33.17000,231393
10299,20121206,LLTC,33.51000,231393
10299,20121207,LLTC,33.66000,231393
10299,20121210,LLTC,33.77000,231393
10299,20121211,LLTC,34.42000,231393
10299,20121212,LLTC,34.46000,231393
10299,20121213,LLTC,33.61000,231393
10299,20121214,LLTC,33.58000,231393
10299,20121217,LLTC,33.74000,231393
10299,20121218,LLTC,34.35000,231393
10299,20121219,LLTC,34.14000,231393
10299,20121220,LLTC,34.39000,231393
10299,20121221,LLTC,34.22000,231393
10299,20121224,LLTC,34.24000,231393
10299,20121226,LLTC,34.12000,231393
10299,20121227,LLTC,33.96000,231393
10299,20121228,LLTC,33.80000,231469
10299,20121231,LLTC,34.30000,231469
10696,20120103,FISV,58.56000,140100
10696,20120104,FISV,58.14000,140100
10696,20120105,FISV,58.69000,140100
10696,20120106,FISV,58.40000,140100
10696,20120109,FISV,58.93000,140100
10696,20120110,FISV,59.19000,140100
10696,20120111,FISV,59.72000,140100
10696,20120112,FISV,61.04000,140100
10696,20120113,FISV,60.79000,140100
10696,20120117,FISV,61.26000,140100
10696,20120118,FISV,61.88000,140100
10696,20120119,FISV,62.56000,140100
10696,20120120,FISV,62.64000,140100
10696,20120123,FISV,62.83000,140100
10696,20120124,FISV,62.92000,140100
10696,20120125,FISV,63.40000,140100
10696,20120126,FISV,63.26000,140100
10696,20120127,FISV,63.05000,140100
10696,20120130,FISV,62.61000,140100
10696,20120131,FISV,62.89000,140100
10696,20120201,FISV,63.85000,140100
10696,20120202,FISV,63.11000,140100
10696,20120203,FISV,65.88000,140100
10696,20120206,FISV,65.21000,140100
10696,20120207,FISV,64.93000,140100
10696,20120208,FISV,64.89500,140100
10696,20120209,FISV,64.89000,140100
10696,20120210,FISV,64.23000,140100
10696,20120213,FISV,64.94000,140100
10696,20120214,FISV,65.37000,140100
10696,20120215,FISV,64.65000,140100
10696,20120216,FISV,65.22000,140100
10696,20120217,FISV,65.11000,138589
10696,20120221,FISV,65.31000,138589
10696,20120222,FISV,65.27000,138589
10696,20120223,FISV,65.84000,138589
10696,20120224,FISV,66.87000,138589
10696,20120227,FISV,66.48000,138589
10696,20120228,FISV,66.54000,138589
10696,20120229,FISV,66.30000,138589
10696,20120301,FISV,66.72000,138589
10696,20120302,FISV,66.41000,138589
10696,20120305,FISV,66.54000,138589
10696,20120306,FISV,66.10000,138589
10696,20120307,FISV,66.84000,138589
10696,20120308,FISV,67.88000,138589
10696,20120309,FISV,67.97000,138589
10696,20120312,FISV,68.21000,138589
10696,20120313,FISV,68.87000,138589
10696,20120314,FISV,69.29000,138589
10696,20120315,FISV,69.44000,137676
10696,20120316,FISV,69.17000,137676
10696,20120319,FISV,68.92000,137676
10696,20120320,FISV,68.77000,137676
10696,20120321,FISV,68.99000,137676
10696,20120322,FISV,69.00000,137676
10696,20120323,FISV,69.26000,137676
10696,20120326,FISV,69.96000,137676
10696,20120327,FISV,69.70000,137676
10696,20120328,FISV,69.49000,137676
10696,20120329,FISV,69.59000,137676
10696,20120330,FISV,69.39000,137300
10696,20120402,FISV,70.41000,137300
10696,20120403,FISV,70.22000,137300
10696,20120404,FISV,69.21000,137300
10696,20120405,FISV,69.34000,137300
10696,20120409,FISV,68.77000,137300
10696,20120410,FISV,67.59000,137300
10696,20120411,FISV,68.35000,137300
10696,20120412,FISV,69.11000,137300
10696,20120413,FISV,68.50000,137300
10696,20120416,FISV,68.74000,137300
10696,20120417,FISV,70.03000,137300
10696,20120418,FISV,69.22000,137300
10696,20120419,FISV,68.73000,137300
10696,20120420,FISV,68.92000,137300
10696,20120423,FISV,69.00000,137300
10696,20120424,FISV,69.05000,137300
10696,20120425,FISV,69.32000,137300
10696,20120426,FISV,70.07000,137300
10696,20120427,FISV,70.67000,136483
10696,20120430,FISV,70.29000,136483
10696,20120501,FISV,70.75000,136483
10696,20120502,FISV,69.83000,136483
10696,20120503,FISV,69.07000,136483
10696,20120504,FISV,67.51000,136483
10696,20120507,FISV,67.06000,136483
10696,20120508,FISV,66.54000,136483
10696,20120509,FISV,66.28000,136483
10696,20120510,FISV,66.47000,136483
10696,20120511,FISV,66.56000,136483
10696,20120514,FISV,66.04000,136483
10696,20120515,FISV,66.18000,136483
10696,20120516,FISV,65.96000,136483
10696,20120517,FISV,65.33000,136483
10696,20120518,FISV,64.61000,136483
10696,20120521,FISV,65.98000,136483
10696,20120522,FISV,66.23000,136483
10696,20120523,FISV,66.70000,136483
10696,20120524,FISV,66.96000,136483
10696,20120525,FISV,67.17000,136483
10696,20120529,FISV,67.62000,136483
10696,20120530,FISV,66.70000,136483
10696,20120531,FISV,67.43000,136483
10696,20120601,FISV,65.58000,136483
10696,20120604,FISV,66.41000,136483
10696,20120605,FISV,67.13000,136483
10696,20120606,FISV,68.47000,136483
10696,20120607,FISV,68.47000,136483
10696,20120608,FISV,69.10000,136483
10696,20120611,FISV,68.45000,136483
10696,20120612,FISV,69.10000,136483
10696,20120613,FISV,68.46000,136483
10696,20120614,FISV,69.73000,136483
10696,20120615,FISV,70.87000,136483
10696,20120618,FISV,70.36000,136483
10696,20120619,FISV,70.81000,136483
10696,20120620,FISV,70.92000,136483
10696,20120621,FISV,68.87000,136483
10696,20120622,FISV,69.68000,136483
10696,20120625,FISV,68.86000,136483
10696,20120626,FISV,69.19000,136483
10696,20120627,FISV,70.43000,136483
10696,20120628,FISV,69.81000,136483
10696,20120629,FISV,72.22000,135600
10696,20120702,FISV,72.60000,135600
10696,20120703,FISV,72.86000,135600
10696,20120705,FISV,72.79000,135600
10696,20120706,FISV,72.08000,135600
10696,20120709,FISV,72.08000,135600
10696,20120710,FISV,70.52000,135600
10696,20120711,FISV,70.96000,135600
10696,20120712,FISV,70.48000,135600
10696,20120713,FISV,70.95000,135600
10696,20120716,FISV,71.07000,135600
10696,20120717,FISV,71.19000,135600
10696,20120718,FISV,71.95000,135600
10696,20120719,FISV,71.52000,135600
10696,20120720,FISV,71.10000,135600
10696,20120723,FISV,69.67000,135600
10696,20120724,FISV,69.20000,135600
10696,20120725,FISV,68.97000,135600
10696,20120726,FISV,70.80000,135670
10696,20120727,FISV,72.38000,135670
10696,20120730,FISV,72.25000,135670
10696,20120731,FISV,70.13000,135670
10696,20120801,FISV,69.65000,135670
10696,20120802,FISV,68.19000,135670
10696,20120803,FISV,69.62000,135670
10696,20120806,FISV,69.59000,135670
10696,20120807,FISV,69.42000,135670
10696,20120808,FISV,70.16000,135670
10696,20120809,FISV,70.03000,135670
10696,20120810,FISV,69.88000,135670
10696,20120813,FISV,70.81000,135670
10696,20120814,FISV,70.77000,135670
10696,20120815,FISV,71.16000,135670
10696,20120816,FISV,71.48500,135670
10696,20120817,FISV,71.41000,135670
10696,20120820,FISV,70.75000,135670
10696,20120821,FISV,70.81000,135670
10696,20120822,FISV,70.38000,135670
10696,20120823,FISV,70.47000,135670
10696,20120824,FISV,70.87000,135670
10696,20120827,FISV,70.61000,135670
10696,20120828,FISV,70.05000,135670
10696,20120829,FISV,71.17000,135670
10696,20120830,FISV,70.84000,135670
10696,20120831,FISV,71.31000,135670
10696,20120904,FISV,71.47000,135670
10696,20120905,FISV,71.44000,135670
10696,20120906,FISV,72.76000,135670
10696,20120907,FISV,72.81000,135670
10696,20120910,FISV,72.40000,135670
10696,20120911,FISV,72.38000,135670
10696,20120912,FISV,71.95000,135670
10696,20120913,FISV,72.15000,135670
10696,20120914,FISV,71.79000,135670
10696,20120917,FISV,71.84000,135670
10696,20120918,FISV,72.06000,135670
10696,20120919,FISV,72.69000,135670
10696,20120920,FISV,73.44000,135670
10696,20120921,FISV,74.19000,135670
10696,20120924,FISV,73.98000,135670
10696,20120925,FISV,72.93000,135670
10696,20120926,FISV,73.07000,135670
10696,20120927,FISV,73.73000,135670
10696,20120928,FISV,74.03000,133800
10696,20121001,FISV,74.10500,133800
10696,20121002,FISV,73.82000,133800
10696,20121003,FISV,74.17000,133800
10696,20121004,FISV,74.59000,133800
10696,20121005,FISV,74.21000,133800
10696,20121008,FISV,74.63000,133800
